amount,hour,day_of_week,merchant_category,is_fraud
4.62,1,2,grocery,0
23.69,23,5,online,0
125.03,4,4,restaurant,0
58.33,7,4,grocery,0
73.84,23,2,retail,0
52.54,1,5,retail,0
5.82,15,5,retail,0
171.89,12,0,grocery,0
20.61,11,5,retail,0
13.16,22,0,travel,0
111.34,14,0,restaurant,0
29.25,9,2,retail,0
89.52,20,0,online,0
82.45,2,0,retail,0
80.83,16,3,grocery,0
49.62,13,6,online,0
35.26,5,6,grocery,1
63.76,8,6,online,0
39.91,6,2,online,0
263.92,6,6,restaurant,0
34.11,21,6,retail,0
140.11,13,2,grocery,0
12.62,1,5,restaurant,0
506.33,14,1,retail,0
32.41,14,4,retail,0
76.42,3,4,restaurant,0
222.5,16,2,retail,0
6.34,20,3,travel,0
26.34,2,4,online,0
19.34,16,6,grocery,0
368.87,10,1,travel,0
88.98,5,5,retail,0
8.2,14,1,grocery,0
16.39,20,4,grocery,0
258.09,9,2,grocery,0
15.29,5,3,online,0
22.98,11,1,retail,0
7.55,23,1,retail,0
40.89,9,5,retail,0
382.97,18,1,grocery,0
28.69,11,1,retail,0
20.55,12,1,restaurant,0
53.49,4,4,restaurant,0
18.34,13,1,restaurant,0
15.7,20,0,retail,0
23.15,12,2,retail,0
37.77,13,3,grocery,0
73.73,16,2,restaurant,0
24.46,21,4,restaurant,0
10.27,19,5,restaurant,0
17.67,15,6,restaurant,0
17.07,15,4,retail,0
29.54,3,4,restaurant,0
31.0,12,4,online,0
15.37,12,5,restaurant,0
6.2,18,6,grocery,0
10.69,21,1,grocery,0
36.41,3,2,restaurant,0
6.37,12,6,grocery,0
16.84,13,2,grocery,0
195.64,8,1,restaurant,0
15.58,5,2,online,0
47.16,3,3,retail,0
466.12,3,2,travel,1
35.55,3,1,online,0
53.01,1,3,restaurant,0
14.92,7,0,restaurant,0
301.72,12,5,travel,0
3.72,2,2,online,0
2.57,18,0,online,0
16.37,2,6,travel,0
37.38,4,3,online,0
108.45,21,1,retail,0
7803.31,23,0,travel,1
21.94,17,5,grocery,0
705.7,13,5,retail,0
53.91,0,6,grocery,0
15.73,18,4,online,0
8.57,4,2,restaurant,0
237.76,18,0,retail,0
118.52,14,0,restaurant,0
26.64,10,0,restaurant,0
54.39,4,0,retail,0
52.46,10,2,retail,0
44.86,5,3,restaurant,0
22.52,15,2,restaurant,0
155.49,15,0,grocery,0
95.67,5,6,retail,0
2.67,10,4,restaurant,0
17.25,22,4,restaurant,0
73.98,12,5,grocery,0
33.06,13,6,grocery,0
84.09,0,1,grocery,0
47.25,5,5,grocery,0
132.38,20,1,retail,0
1092.95,23,2,online,0
7.14,20,2,retail,0
58.42,19,5,retail,0
31.38,8,1,restaurant,0
25.84,19,5,retail,0
86.02,17,2,restaurant,0
4.88,18,1,grocery,0
13.47,11,1,grocery,0
8.37,13,4,online,0
31.6,20,6,restaurant,0
15.89,11,3,grocery,0
19.5,23,4,restaurant,0
32.83,10,6,restaurant,0
38.56,3,2,online,0
12.14,10,3,restaurant,0
4.75,3,5,grocery,0
2.81,20,0,grocery,0
70.17,6,3,retail,0
41.58,7,5,restaurant,0
9.67,20,2,online,0
47.97,17,2,grocery,0
1.18,13,0,travel,0
41.87,16,0,restaurant,0
104.31,14,1,restaurant,0
11.33,6,6,retail,0
86.72,1,4,restaurant,0
119.77,6,2,online,0
36.43,16,1,travel,0
263.2,6,5,grocery,0
65.84,8,4,grocery,0
6.38,3,1,retail,0
12.57,10,3,grocery,0
147.56,5,3,online,0
52.18,8,2,restaurant,0
2.16,11,0,grocery,0
309.45,18,5,restaurant,0
12.57,1,3,retail,0
30.62,14,4,restaurant,0
19.01,8,3,grocery,0
286.56,7,2,grocery,0
33.7,8,0,retail,0
73.23,23,6,grocery,0
142.17,16,3,retail,0
15.06,14,0,restaurant,0
25.44,13,2,grocery,0
87.29,6,0,restaurant,0
5.97,2,2,restaurant,0
6.06,18,6,restaurant,0
151.59,3,5,retail,0
84.4,17,6,online,0
10.22,9,6,grocery,0
25.92,9,5,retail,0
13.32,19,1,retail,0
11.72,7,4,grocery,0
40.94,7,0,online,0
33.19,13,2,retail,0
33.57,14,0,retail,0
30.84,22,6,grocery,0
40.74,10,0,retail,0
8.46,22,6,travel,0
13.95,10,4,restaurant,0
60.9,19,3,grocery,0
30.64,14,0,grocery,0
24.1,22,6,grocery,0
47.24,14,4,retail,0
117.31,23,2,retail,0
16.66,10,1,grocery,0
20.19,22,0,grocery,0
2.99,18,3,restaurant,0
31.46,15,3,grocery,0
71.11,3,2,restaurant,0
4.92,2,0,grocery,0
20.31,15,3,grocery,0
16.8,0,0,grocery,0
44.27,19,5,grocery,0
143.16,4,3,grocery,0
53.33,3,1,grocery,0
84.51,3,2,grocery,0
19.25,10,3,online,0
23.74,12,4,retail,0
21.72,10,3,restaurant,0
120.88,7,6,restaurant,0
329.37,1,5,grocery,0
43.1,6,3,retail,0
42.62,0,1,retail,0
0.72,10,6,online,0
5.28,17,1,grocery,0
213.21,17,4,online,0
35.93,3,4,restaurant,0
72.29,0,5,restaurant,0
195.49,6,0,grocery,0
2.85,20,2,restaurant,0
53.75,6,1,retail,0
15.75,4,2,grocery,0
10.14,18,3,grocery,0
12.79,6,5,grocery,0
237.09,0,0,restaurant,0
71.16,13,1,grocery,0
419.37,12,5,online,0
9.01,18,6,grocery,0
125.52,20,1,restaurant,0
4.51,2,5,online,0
57.59,14,6,grocery,0
8.46,23,0,retail,0
100.18,12,4,grocery,0
46.72,21,0,grocery,0
210.54,8,2,restaurant,0
158.41,14,2,grocery,0
7.95,2,4,grocery,0
112.49,16,6,retail,0
9.58,9,4,grocery,0
47.38,7,5,grocery,0
0.98,18,3,restaurant,0
14.46,15,4,retail,0
67.64,1,4,restaurant,0
27.62,12,2,restaurant,0
12.43,19,5,travel,0
142.25,16,4,retail,0
11.93,11,4,retail,0
33.45,3,2,grocery,0
47.48,12,0,grocery,0
69.82,19,3,retail,0
5.95,0,2,grocery,0
39.47,9,1,restaurant,0
25.26,17,6,retail,0
23.42,7,6,grocery,0
56.56,17,2,retail,0
65.63,9,1,retail,0
102.62,23,5,grocery,0
11.57,6,4,online,0
5.71,19,0,restaurant,0
141.57,11,4,grocery,0
54.83,23,0,online,0
26.71,11,1,grocery,0
61.98,13,0,retail,0
106.03,0,4,grocery,0
22.92,12,2,online,0
21.26,11,5,online,0
8.79,12,3,retail,0
16.63,22,6,retail,0
77.34,10,6,restaurant,0
41.53,15,1,online,0
63.6,12,2,restaurant,0
12.39,9,6,restaurant,0
174.07,11,3,retail,0
59.72,21,4,retail,0
24.45,4,4,retail,0
47.47,4,4,online,0
2.49,18,3,grocery,0
45.65,4,6,travel,0
92.84,17,1,grocery,0
22.34,7,2,retail,0
5.09,10,5,restaurant,0
44.1,0,6,online,1
6.98,17,5,grocery,0
18.71,12,0,grocery,0
62.72,13,0,restaurant,0
9.5,23,0,online,0
23.63,19,5,restaurant,0
157.44,5,5,grocery,0
4.21,13,0,online,0
153.3,7,4,grocery,0
45.81,8,5,retail,0
8.11,18,6,retail,0
73.24,3,1,restaurant,0
40.3,9,3,grocery,0
119.01,2,6,restaurant,0
128.94,8,5,online,0
19.73,9,5,travel,0
101.67,23,4,retail,1
113.39,16,5,grocery,0
12.77,16,5,travel,0
21.83,21,4,grocery,0
39.62,22,4,online,0
19.12,19,1,online,0
38.0,4,5,grocery,0
43.12,4,3,travel,0
410.35,4,4,restaurant,0
249.35,13,1,retail,0
219.38,10,6,grocery,0
40.21,12,1,retail,0
27.22,21,6,grocery,0
11.1,5,5,online,0
35.01,9,5,retail,0
85.39,22,2,grocery,0
97.71,8,4,travel,0
46.0,20,5,grocery,0
111.38,14,4,online,0
12.29,23,1,restaurant,0
18.2,4,0,retail,0
11.17,12,0,travel,0
96.95,20,5,restaurant,0
52.46,7,5,grocery,0
7.34,22,0,grocery,0
14.87,2,1,restaurant,0
7.2,2,2,restaurant,0
1.22,16,0,retail,0
43.32,21,5,retail,0
32.99,18,6,restaurant,0
46.03,11,3,retail,0
72.84,13,1,online,0
56.09,13,1,retail,0
7.75,12,0,grocery,0
31.48,18,5,restaurant,0
21.5,19,5,restaurant,0
58.92,22,6,restaurant,0
27.3,3,4,restaurant,0
128.5,14,1,grocery,0
11.93,10,4,restaurant,0
9.23,3,2,restaurant,0
12.91,8,2,restaurant,0
3.32,13,1,grocery,0
279.1,15,5,retail,0
12.96,4,4,retail,0
93.99,22,5,grocery,0
29.72,23,2,restaurant,0
10.62,11,1,retail,0
13.97,21,6,retail,0
13.53,17,3,restaurant,0
23.16,18,1,retail,0
32.64,9,5,online,0
70.07,21,3,grocery,0
79.77,5,2,restaurant,0
24.94,10,3,online,0
28.71,20,5,online,0
43.09,5,6,restaurant,0
4.96,2,0,retail,0
10.21,18,2,restaurant,0
72.16,6,5,restaurant,0
56.96,17,5,restaurant,0
9.01,7,0,online,0
1.96,7,5,retail,0
56.06,9,3,retail,0
320.18,15,2,grocery,0
48.95,2,0,online,1
106.19,8,6,retail,0
55.13,7,1,retail,0
83.58,22,0,online,0
172.05,15,3,retail,0
80.51,6,4,grocery,0
27.8,9,6,restaurant,0
90.26,15,3,restaurant,0
11.28,9,2,restaurant,0
10.42,5,3,grocery,0
259.11,23,0,grocery,0
425.88,19,3,grocery,0
77.11,14,6,restaurant,0
13.13,9,2,grocery,0
93.29,11,5,grocery,0
18.85,12,5,online,0
58.73,21,4,restaurant,0
14.97,14,5,restaurant,0
3.05,5,1,restaurant,0
82.34,19,2,travel,0
70.77,21,2,online,0
33.37,17,1,grocery,0
233.38,13,1,restaurant,0
26.6,21,2,grocery,0
14.98,2,4,restaurant,0
131.36,23,2,online,0
158.54,4,5,restaurant,0
71.0,15,3,online,0
35.26,2,1,grocery,0
19.31,5,0,restaurant,0
26.74,4,1,restaurant,0
4.9,7,2,retail,0
42.45,19,1,online,0
6.74,20,0,restaurant,0
27.96,16,4,retail,0
23.74,0,2,restaurant,0
179.11,22,3,retail,0
37.43,15,2,restaurant,0
20.02,20,1,retail,0
138.04,23,3,retail,0
17.33,13,1,retail,0
86.13,13,0,retail,0
31.48,13,2,restaurant,0
305.06,7,1,restaurant,0
150.48,14,4,retail,0
3.61,13,6,grocery,0
5.83,6,1,grocery,0
79.75,19,5,restaurant,0
54.84,15,3,grocery,0
35.01,16,6,grocery,0
3.46,21,6,travel,0
33.4,4,0,online,0
57.96,7,0,grocery,0
59.31,14,4,grocery,0
350.5,5,2,restaurant,0
199.27,2,0,retail,0
62.14,6,5,retail,0
381.67,22,5,retail,0
179.81,23,3,retail,0
34.52,4,0,grocery,0
17.26,20,2,travel,0
6.46,9,2,online,0
12.21,20,4,retail,0
46.9,19,3,restaurant,0
13.83,23,4,grocery,0
136.01,0,1,online,0
117.12,7,3,restaurant,0
22.76,4,3,online,0
117.09,18,2,retail,0
2044.92,14,3,online,0
433.61,3,1,retail,0
23.87,11,4,online,0
33.55,3,3,online,0
11.32,20,0,grocery,0
4.62,20,2,retail,0
56.67,15,2,retail,0
8.36,15,6,grocery,0
6.28,9,5,retail,0
9.17,15,5,grocery,0
142.39,18,4,grocery,0
72.59,15,5,grocery,0
33.91,17,1,retail,0
32.22,15,1,retail,0
65.68,4,0,restaurant,1
31.58,21,0,restaurant,0
102.67,21,1,retail,0
34.73,21,5,restaurant,0
45.32,9,3,restaurant,0
57.82,22,2,grocery,0
10.15,2,6,retail,0
51.35,4,5,online,0
334.57,6,3,grocery,0
17.47,6,3,restaurant,0
38.42,21,5,online,0
25.91,10,4,retail,0
470.02,9,1,online,0
47.26,18,6,retail,0
83.03,12,0,grocery,0
10.77,23,6,restaurant,0
210.15,13,4,retail,0
2.64,22,1,restaurant,0
15.66,12,6,grocery,0
9.56,7,2,retail,0
51.5,22,6,retail,0
5.07,22,3,restaurant,0
105.45,19,4,grocery,0
133.5,13,1,retail,0
280.75,23,2,retail,0
30.09,4,3,grocery,0
42.68,7,6,grocery,0
6.1,12,4,grocery,0
34.66,0,3,online,0
78.42,21,1,retail,0
621.99,0,5,grocery,0
60.4,16,3,restaurant,0
29.84,8,2,grocery,0
17.28,19,6,retail,0
151.03,3,0,grocery,0
14.96,16,2,restaurant,0
9.62,10,0,online,0
24.02,2,4,restaurant,0
127.1,7,4,restaurant,0
225.07,5,6,grocery,0
53.18,11,5,restaurant,0
162.91,9,2,grocery,0
56.08,8,5,grocery,0
8.14,21,5,restaurant,0
7.27,9,1,travel,0
87.71,21,0,grocery,0
81.73,12,0,grocery,0
13.97,18,4,grocery,0
49.2,9,0,retail,0
9.94,14,0,online,0
162.42,14,3,online,0
14.34,5,3,grocery,0
21.64,11,5,retail,0
29.2,4,6,online,0
16.11,11,6,online,0
6.59,17,6,online,0
7.94,4,6,grocery,0
20.26,16,5,travel,0
38.7,0,0,restaurant,0
68.99,8,2,grocery,0
7.91,0,2,online,1
7.15,6,0,retail,0
14.6,8,3,grocery,0
15.23,8,5,restaurant,0
110.51,15,3,restaurant,0
42.88,18,1,online,0
422.15,2,6,restaurant,0
43.34,0,6,restaurant,0
61.74,7,1,grocery,0
5.47,3,1,online,0
21.93,12,5,restaurant,0
139.72,9,6,grocery,0
50.36,11,0,grocery,0
3.1,1,2,grocery,0
12.59,19,2,grocery,0
20.29,10,4,grocery,0
193.39,5,0,online,0
67.33,11,5,grocery,0
27.75,9,1,retail,0
124.7,22,1,restaurant,0
12.59,3,3,retail,0
21.22,14,1,grocery,0
28.35,16,5,grocery,0
34.92,15,6,restaurant,0
37.88,23,6,grocery,0
23.26,23,2,retail,0
20.32,7,2,grocery,0
19.18,3,2,grocery,0
8.98,13,2,grocery,0
110.33,0,1,grocery,0
36.66,3,2,retail,0
159.5,8,0,online,0
330.21,5,4,retail,0
36.02,2,3,grocery,0
30.09,18,3,online,0
65.64,6,6,retail,0
9.5,13,6,grocery,0
56.71,8,5,grocery,0
6.35,13,0,restaurant,0
20.55,15,4,retail,0
187.84,11,0,retail,0
41.86,7,5,grocery,0
19.68,2,6,restaurant,0
34.19,16,5,online,0
340.03,7,3,retail,0
346.05,0,5,grocery,0
18.16,1,0,travel,0
40.83,15,5,restaurant,0
39.23,23,5,retail,0
21.41,9,1,restaurant,0
41.24,2,6,restaurant,0
8.54,21,4,retail,0
26.92,18,1,retail,0
15.34,2,6,online,0
21.71,19,4,restaurant,0
26.15,20,4,restaurant,0
28.9,6,4,grocery,0
52.09,20,2,grocery,0
292.9,18,5,online,0
354.2,0,0,grocery,0
93.44,18,3,grocery,0
57.14,17,2,restaurant,0
36.99,14,2,retail,0
28.01,9,1,grocery,0
42.18,14,3,retail,0
272.96,21,3,grocery,0
39.98,6,1,grocery,0
41.81,13,6,retail,0
34.37,16,5,retail,0
46.91,23,3,retail,0
5.51,8,5,travel,0
12.96,20,5,restaurant,0
227.37,13,6,restaurant,0
42.44,21,4,retail,0
118.05,14,1,retail,0
203.05,9,6,grocery,0
64.48,18,6,online,0
148.24,13,2,retail,0
8.83,12,2,restaurant,0
149.37,15,0,grocery,0
33.41,4,3,retail,0
18.51,15,6,grocery,0
128.08,14,0,travel,0
20.12,19,1,grocery,0
38.79,16,3,retail,0
84.56,23,2,restaurant,0
8.68,23,2,travel,0
42.26,20,2,retail,0
447.71,7,3,restaurant,0
71.72,11,1,retail,0
9.12,7,4,online,0
114.8,18,1,grocery,0
2.77,22,6,restaurant,0
4.56,8,4,grocery,0
59.29,22,5,grocery,0
173.6,9,1,restaurant,0
19.36,23,4,retail,0
41.04,8,1,retail,0
10.72,6,1,restaurant,0
54.99,12,4,retail,0
193.15,1,1,restaurant,0
56.04,13,3,restaurant,0
3.72,11,0,grocery,0
179.21,18,4,restaurant,0
123.55,5,4,restaurant,0
10.53,4,3,grocery,0
60.66,19,1,retail,0
52.88,6,2,restaurant,0
277.5,8,0,grocery,0
9.61,19,5,restaurant,0
42.83,15,5,online,0
333.07,20,2,online,0
130.1,18,0,online,0
3.52,9,5,restaurant,0
205.05,10,6,grocery,0
14.17,13,5,restaurant,0
31.77,23,5,restaurant,0
7.23,6,6,retail,0
86.56,9,0,online,0
3.51,7,5,grocery,0
155.82,20,3,online,0
75.33,8,3,online,0
16.15,1,3,grocery,0
27.76,19,0,online,0
8.6,15,3,grocery,0
14.33,1,1,restaurant,0
3236.57,5,0,online,1
68.1,19,6,restaurant,0
28.82,3,5,grocery,0
2.52,17,6,retail,0
33.37,21,3,grocery,0
8.47,11,1,grocery,0
1.89,1,5,restaurant,0
59.27,6,4,online,0
7.22,15,6,restaurant,0
57.24,10,0,retail,0
125.91,10,4,retail,0
421.62,7,3,restaurant,0
72.39,6,5,restaurant,0
16.32,15,5,retail,0
51.94,14,4,grocery,0
44.37,12,3,retail,0
13.09,7,3,restaurant,0
10.81,17,6,grocery,0
66.83,12,4,retail,0
41.59,10,3,grocery,0
66.95,21,1,grocery,0
9.0,22,5,restaurant,0
4.64,6,5,online,0
116.37,0,2,retail,0
24.94,3,4,retail,0
57.12,23,0,grocery,0
120.41,7,1,grocery,0
33.7,7,6,retail,0
171.46,0,6,grocery,0
16.89,4,3,restaurant,0
73.3,16,5,retail,0
102.85,17,2,restaurant,0
60.43,0,6,restaurant,0
39.01,1,5,online,0
36.46,5,6,grocery,0
24.05,13,6,restaurant,0
22.41,0,2,restaurant,0
22.45,0,3,restaurant,0
23.93,18,6,travel,0
5.07,18,0,retail,0
45.69,18,2,retail,0
116.62,1,2,online,0
2.55,14,4,retail,0
40.76,4,5,grocery,0
6.72,10,2,grocery,0
76.33,8,0,restaurant,0
7.87,12,6,online,0
93.46,23,0,restaurant,0
10.41,5,6,grocery,0
8.07,9,0,restaurant,0
194.98,7,3,retail,0
67.0,17,2,retail,0
10.26,21,6,online,0
85.5,9,2,online,0
92.0,23,1,online,0
86.0,23,5,restaurant,0
64.2,9,1,grocery,0
29.05,13,2,retail,0
1.98,6,2,restaurant,0
19.37,0,2,grocery,0
31.48,19,1,restaurant,0
46.09,5,0,online,0
33.04,0,0,restaurant,0
81.68,19,5,restaurant,0
128.35,23,5,online,0
14.56,6,4,restaurant,0
18.83,18,3,grocery,0
59.66,22,3,restaurant,0
83.82,4,6,grocery,0
98.95,2,5,online,0
24.01,4,5,retail,0
305.07,1,0,restaurant,0
33.14,10,4,online,0
6.51,13,2,retail,0
104.94,10,1,grocery,0
21.85,9,2,travel,0
32.24,19,1,restaurant,0
161.9,1,0,grocery,0
26.6,17,0,grocery,0
31.24,16,1,restaurant,0
50.8,18,3,online,0
81.4,4,1,retail,0
5.48,16,5,grocery,0
3.93,17,3,retail,0
14.36,4,3,retail,0
8.45,3,5,restaurant,0
31.86,5,2,online,0
42.9,11,3,travel,0
53.32,17,0,grocery,0
25.58,22,1,restaurant,0
33.94,20,4,grocery,0
15.57,11,4,grocery,0
15.69,2,3,grocery,0
57.86,4,3,restaurant,0
10.56,7,4,restaurant,0
19.1,5,2,grocery,0
4.42,11,3,grocery,0
11.98,18,3,retail,0
34.63,21,1,grocery,0
21.98,15,4,grocery,0
8.41,5,4,online,0
54.04,13,6,retail,0
84.19,20,1,retail,0
112.55,7,0,retail,0
4.91,11,2,grocery,0
16.57,19,5,grocery,0
19.09,21,6,retail,0
172.07,2,5,retail,0
11.07,22,0,grocery,0
16.89,15,0,grocery,0
30.59,9,6,travel,0
10.5,4,1,grocery,0
18.14,11,0,grocery,0
52.58,13,6,retail,0
8.88,10,0,retail,0
117.99,13,0,retail,0
11.77,21,6,travel,0
64.55,22,1,retail,0
9.91,5,2,travel,0
9.97,14,4,travel,0
100.41,11,1,restaurant,0
26.47,11,1,retail,0
12.35,16,0,restaurant,0
10.0,16,3,retail,0
24.72,0,0,online,0
390.2,2,1,online,1
46.63,21,1,retail,0
97.19,20,4,retail,0
42.98,23,0,online,0
77.84,5,0,retail,0
21.29,6,0,retail,0
28.8,1,0,grocery,0
24.12,9,6,grocery,0
34.74,5,0,travel,0
18.65,2,2,retail,0
221.92,0,4,grocery,0
67.12,1,3,grocery,0
6.31,13,1,online,0
169.2,11,5,grocery,0
20.09,23,0,grocery,0
30.83,8,3,retail,0
39.56,18,2,travel,0
87.0,22,5,grocery,0
24.4,4,6,online,0
40.97,17,1,retail,0
508.69,14,6,online,0
181.81,3,1,online,1
9.28,18,0,retail,0
32.58,2,3,restaurant,0
1206.51,18,4,grocery,0
52.2,6,0,grocery,0
25.06,12,0,grocery,0
28.08,15,4,retail,0
75.96,23,3,grocery,0
3.71,11,1,online,0
23.74,8,2,grocery,0
42.26,4,4,retail,0
9.78,23,0,retail,0
9.66,10,3,grocery,0
22.36,19,5,online,0
18.54,8,5,grocery,0
17.83,1,5,grocery,0
29.34,13,5,travel,0
37.38,8,5,online,0
27.14,13,1,online,0
150.15,0,3,retail,0
16.99,7,2,retail,0
84.7,18,1,grocery,0
12.08,22,0,retail,0
35.63,7,4,online,0
15.73,2,0,retail,0
23.18,17,4,online,0
30.81,4,0,restaurant,0
4.17,10,1,grocery,0
41.49,20,3,grocery,0
67.6,1,1,grocery,0
49.58,15,4,restaurant,0
11.44,19,4,grocery,0
45.07,13,3,travel,0
21.22,16,1,restaurant,0
6.78,22,4,grocery,0
17.28,20,4,restaurant,0
37.22,16,6,restaurant,0
53.5,9,2,travel,0
56.3,19,2,restaurant,0
7.7,4,6,travel,0
54.52,23,2,restaurant,0
70.43,19,0,restaurant,0
123.78,11,1,travel,0
21.12,3,1,online,0
84.17,7,6,travel,0
43.87,1,6,restaurant,0
3.65,6,4,retail,0
14.44,2,4,grocery,0
50.2,10,0,retail,0
34.64,23,4,grocery,0
17.81,1,0,grocery,0
29.88,19,4,grocery,0
33.82,22,2,grocery,0
69.05,17,0,online,0
22.97,21,3,travel,0
40.24,3,2,online,0
38.79,20,6,retail,0
82.96,5,0,restaurant,0
57.88,17,2,online,0
28.61,21,3,grocery,0
104.64,15,0,retail,0
24.78,7,1,restaurant,0
35.9,22,1,online,0
1555.87,13,0,retail,0
52.35,14,0,grocery,0
33.69,21,0,grocery,0
24.17,6,5,grocery,0
8.45,23,6,restaurant,0
38.96,17,3,grocery,0
21.7,15,1,retail,0
66.36,3,5,retail,0
5.24,23,1,retail,0
17.07,6,0,online,0
63.66,0,6,online,1
79.5,9,0,online,0
1.07,8,5,retail,0
31.67,20,4,restaurant,0
386.41,9,5,retail,0
128.85,19,5,restaurant,0
12.4,15,4,grocery,0
21.71,0,4,restaurant,0
21.78,8,5,grocery,0
9.93,15,2,restaurant,0
278.28,2,4,online,1
3.0,7,3,restaurant,0
109.17,14,3,travel,0
34.51,6,5,grocery,0
83.05,7,2,restaurant,0
22.45,10,4,grocery,0
25.52,22,3,restaurant,0
25.4,6,2,online,0
6.76,0,6,restaurant,0
32.59,10,0,travel,0
18.41,23,3,online,0
10.13,18,5,travel,0
18.47,5,2,travel,0
48.81,6,0,retail,0
3.86,23,6,travel,0
8.24,7,1,grocery,0
83.28,13,4,restaurant,0
36.69,1,3,retail,0
55.38,9,1,grocery,0
25.27,19,4,restaurant,0
3.89,5,4,online,1
273.32,21,0,grocery,0
29.8,10,4,restaurant,0
5.22,10,4,online,0
55.55,22,3,restaurant,0
101.7,14,1,restaurant,0
24.02,14,5,restaurant,0
16.4,19,6,restaurant,0
91.43,10,3,restaurant,0
291.33,16,4,grocery,0
2.99,4,4,restaurant,0
21.73,19,5,retail,0
718.68,8,2,restaurant,0
3.19,21,2,retail,0
6.05,13,5,restaurant,0
30.37,3,5,online,0
21.36,7,6,restaurant,0
9.77,20,5,restaurant,0
95.97,13,3,travel,0
164.37,1,3,grocery,0
207.18,18,5,restaurant,0
7.39,2,1,retail,0
31.27,23,0,retail,0
18.48,7,6,grocery,0
65.27,16,3,grocery,0
15.67,2,5,grocery,0
7.11,8,4,restaurant,0
79.43,6,4,travel,0
51.21,5,6,online,0
67.32,10,3,travel,0
6.23,16,0,restaurant,0
10.97,20,0,grocery,0
14.41,9,2,retail,0
34.71,9,4,travel,0
333.15,3,2,online,1
121.38,14,3,online,0
363.61,10,1,grocery,0
132.04,21,5,online,0
4.01,22,4,grocery,0
12.32,7,0,grocery,0
16.19,9,0,grocery,0
6.62,17,0,restaurant,0
58.89,5,1,grocery,0
21.72,3,5,retail,0
5.61,4,1,restaurant,0
195.08,21,4,travel,0
63.32,4,0,retail,0
364.37,10,5,online,0
100.88,19,2,online,0
19.92,8,0,retail,0
7.14,10,3,grocery,0
59.24,0,6,online,1
23.02,6,4,retail,0
18.32,20,6,travel,0
42.38,22,4,restaurant,0
94.55,11,1,restaurant,0
5.43,16,3,grocery,0
35.99,10,1,restaurant,0
63.75,8,1,restaurant,0
5.58,16,3,grocery,0
15.5,6,1,retail,0
35.35,21,4,grocery,0
26.68,5,4,restaurant,0
71.31,12,0,retail,0
46.66,1,5,restaurant,0
8.15,5,1,retail,0
66.16,18,4,restaurant,0
138.24,3,3,retail,0
36.44,0,6,online,0
19.81,8,5,grocery,0
964.38,23,5,restaurant,0
9.54,3,1,restaurant,0
43.44,14,5,restaurant,0
14.55,6,0,restaurant,0
4.17,19,5,travel,0
20.89,1,5,grocery,0
13.81,10,6,retail,0
14.52,22,4,online,0
21.29,14,3,grocery,0
9.95,9,1,retail,0
3.79,17,1,grocery,0
126.61,23,3,grocery,0
33.42,20,4,grocery,0
53.34,0,1,online,0
11.16,7,0,retail,0
36.35,5,4,online,0
169.86,3,0,grocery,0
1144.25,23,0,online,1
3.03,16,1,restaurant,0
23.67,15,2,online,0
6.78,7,0,grocery,0
4.25,4,5,retail,0
37.29,20,1,retail,0
183.75,12,0,online,0
21.7,17,6,grocery,0
187.42,16,5,grocery,0
200.85,15,6,retail,0
51.94,23,5,grocery,0
5.47,21,3,restaurant,0
128.65,5,5,grocery,0
30.22,18,2,restaurant,0
39.99,16,6,grocery,0
22.67,20,1,retail,0
54.87,5,3,grocery,0
8.95,15,6,restaurant,0
190.44,7,0,travel,0
47.07,1,6,online,0
31.09,4,2,restaurant,0
9.81,16,4,restaurant,0
14.09,15,1,retail,0
13.61,10,4,retail,0
5.67,23,6,retail,0
112.78,9,6,restaurant,0
26.21,6,4,retail,0
28.76,7,6,restaurant,0
25.55,23,0,travel,0
824.3,12,4,grocery,0
46.17,19,3,retail,0
34.37,4,2,grocery,0
4.74,13,2,online,0
12.61,12,1,retail,0
21.04,20,4,retail,0
223.78,9,0,grocery,0
18.39,20,0,restaurant,0
65.35,4,4,restaurant,0
35.72,4,3,retail,0
45.37,12,6,online,0
31.46,10,3,grocery,0
5.35,12,6,online,0
61.17,12,6,retail,0
17.5,4,4,restaurant,0
64.1,18,4,grocery,0
81.41,14,4,retail,0
2.23,22,0,restaurant,0
602.67,5,3,online,0
2.93,20,6,retail,0
13.97,9,3,retail,0
62.24,19,1,grocery,0
9.36,3,4,retail,0
43.42,0,1,retail,0
122.06,20,3,online,0
36.16,18,5,retail,0
23.49,19,5,online,0
121.74,1,5,travel,1
2.23,7,6,grocery,0
167.61,21,2,retail,0
17.78,22,6,restaurant,0
23.52,12,6,restaurant,0
4.4,18,6,online,0
32.34,23,6,restaurant,0
59.79,17,3,restaurant,0
36.39,20,2,grocery,0
64.55,21,3,restaurant,0
19.36,22,4,grocery,0
18.66,1,3,grocery,0
89.77,16,6,restaurant,0
26.38,2,6,retail,0
14.35,5,6,grocery,0
18.28,21,0,restaurant,0
29.55,15,0,restaurant,0
36.07,4,1,online,0
14.92,1,6,restaurant,0
230.1,5,6,retail,0
9.95,5,0,retail,0
105.72,20,4,retail,0
7.64,12,4,online,0
34.94,9,1,restaurant,0
46.41,11,2,grocery,0
5.81,19,6,restaurant,0
16.56,20,6,retail,0
9.3,0,6,restaurant,0
313.15,15,4,restaurant,0
34.6,11,4,restaurant,0
90.41,15,2,grocery,0
8.05,10,5,retail,0
5.45,10,1,retail,0
